,fname,text
251,cast-chain-id.md,"cast-chain-id.md. ## cast chain-id ### NAME cast-chain-id - Get the Ethereum chain ID. ### SYNOPSIS ``cast chain-id`` [*options*] ### DESCRIPTION Get the Ethereum [chain ID][chain-id] from the RPC endpoint we are connected to. ### OPTIONS #### RPC Options {{#include ../common/rpc-url-option.md}} {{#include common-options.md}} ### EXAMPLES 1. Get the chain ID when talking to `$RPC`:  ```sh  cast chain-id --rpc-url $RPC  ``` 2. Get the chain ID when `$ETH_RPC_URL` is set:  ```sh  cast chain-id  ``` ### SEE ALSO [cast](./cast.md), [cast chain](./cast-chain.md) [chain-id]: https://chainlist.org/ "
252,forge-debug.md,"forge-debug.md. ## forge debug ### NAME forge-debug - Debug a single smart contract as a script. ### SYNOPSIS ``forge debug`` [*options*] *path* [*args...*] ### DESCRIPTION Debugs a single smart contract located in the source file (*path*) as a script. If multiple contracts are in the specified source file, you must pass `--target-contract` to specify what contract you want to run. #### Calls After the script is deployed to the internal EVM a call is made to a function with the signature `setUp()`, if present. By default, the script is assumed to be contained in a function with the signature `run()`. If you wish to run a different function, pass `--sig <SIGNATURE>`. The signature can be a fragment (`<function name>(<types>)`), or raw calldata. If you pass a fragment, and the function has parameters, you can add the call parameters to the end of the command (*args*). #### Forking It is possible to run the script in a forked environment by passing `--fork-url <URL>`. When the script is running in a forked environment, you can access all the state of the forked chain as you would if you had deployed the script. [Cheatcodes][cheatcodes] are still available. You can also specify a block number to fork from by passing `--fork-block-number <BLOCK>`. When forking from a specific block, the chain data is cached to `~/.foundry/cache`. If you do not want to cache the chain data, pass `--no-storage-caching`. #### Debugging It is possible to run the script in an interactive debugger. To start the debugger, pass `--debug`. More information on the debugger can be found in the [debugger chapter][debugger]. ### OPTIONS #### Debug Options `--target-contract` *contract_name* &nbsp;&nbsp;&nbsp;&nbsp;The name of the contract you want to run `-s` *signature* `--sig` *signature* &nbsp;&nbsp;&nbsp;&nbsp;The signature of the function you want to call in the contract, or raw calldata. Default: `run()` `--debug` &nbsp;&nbsp;&nbsp;&nbsp;Open the script in the [debugger][debugger]. {{#include evm-options.md}} {{#include executor-options.md}} {{#include core-build-options.md}} {{#include common-options.md}} ### EXAMPLES 1. Execute the `run()` function in a contract:  ```sh  forge debug src/Contract.sol  ``` 2. Open a script in the debugger:  ```sh  forge debug src/Contract.sol --debug  ``` 3. Execute the `foo()` function in a contract:  ```sh  forge debug src/Contract.sol --sig ""foo()""  ``` 4. Execute a contract with a function that takes parameters:  ```sh  forge debug src/Contract.sol --sig ""foo(string,uint256)"" ""hello"" 100  ``` 5. Execute a contract with raw calldata:  ```sh  forge debug src/Contract.sol --sig ""0x...""  ``` ### SEE ALSO [forge](./forge.md), [forge test](./forge-test.md) [debugger]: ../../forge/debugger.md [cheatcodes]: ../../cheatcodes/ "
253,deal.md,"deal.md. ## `deal` ### Signature ```solidity function deal(address who, uint256 newBalance) external; ``` ```solidity function deal(address token, address to, uint256 give) external; ``` ```solidity function deal(address token, address to, uint256 give, bool adjust) external; ``` ### Description Sets the balance of an address `who` to `newBalance`. If the alternative signature of `deal` is used, then we can additionaly specify ERC20 token address, as well as an option to update `totalSupply`. ### Examples ```solidity address alice = address(1); vm.deal(alice, 1 ether); log_uint256(alice.balance); // 1000000000000000000 ``` ```solidity address alice = address(1); deal(address(DAI), alice, 1 ether); // import StdUtils.sol first log_uint256(address(DAI).balanceOf(alice); // 1000000000000000000 ``` ### SEE ALSO Forge Standard Library [`deal`](../reference/forge-std/deal.md), [`hoax`](../reference/forge-std/hoax.md), [`startHoax`](../reference/forge-std/startHoax.md) "
254,cast--min-int.md,"cast--min-int.md. ## cast --min-int ### NAME cast---min-int - Get the minimum i256 value. ### SYNOPSIS ``cast --min-int`` ### DESCRIPTION Get the minimum i256 value. ### OPTIONS {{#include common-options.md}} ### SEE ALSO [cast](./cast.md), [cast --max-int](./cast--max-int.md) "
255,cast-age.md,"cast-age.md. ## cast age ### NAME cast-age - Get the timestamp of a block. ### SYNOPSIS ``cast age`` [*options*] [*block*] ### DESCRIPTION Get the timestamp of a block. The specified *block* can be a block number, or any of the tags: `earliest`, `finalized`, `safe`, `latest` or `pending`. Default to `latest`. ### OPTIONS #### RPC Options {{#include ../common/rpc-url-option.md}} {{#include common-options.md}} ### EXAMPLES 1. Get the timestamp of the latest block:  ```sh  cast age  ``` 2. Get the timestamp of the genesis block:  ```sh  cast age 1  ``` ### SEE ALSO [cast](./cast.md), [cast block](./cast-block.md), [cast basefee](./cast-basefee.md) "
256,forge-test.md,"forge-test.md. ## forge test ### NAME forge-test - Run the project's tests. ### SYNOPSIS ``forge test`` [*options*] ### DESCRIPTION Run the project's tests. #### Forking It is possible to run the tests in a forked environment by passing `--fork-url <URL>`. When the tests are running in a forked environment, you can access all the state of the forked chain as you would if you had deployed the contracts. [Cheatcodes][cheatcodes] are still available. You can also specify a block number to fork from by passing `--fork-block-number <BLOCK>`. When forking from a specific block, the chain data is cached to `~/.foundry/cache`. If you do not want to cache the chain data, pass `--no-storage-caching`. Traces that cannot be decoded by local contracts when running in a forked environment (e.g. calls to contracts that live on mainnet, like tokens) can optionally be decoded using Etherscan. To use Etherscan for trace decoding, set `ETHERSCAN_API_KEY` or pass `--etherscan-api-key <KEY>`. #### Debugging It is possible to run a test in an interactive debugger. To start the debugger, pass `--debug <TEST>`. If multiple tests match the specified pattern, you must use other test filters in order to reduce the matching number of tests to exactly 1. If the test is a unit test, it is immediately opened in the debugger. If the test is a fuzz test, the fuzz test is run and the debugger is opened on the first failing scenario. If there are no failing scenarios for the fuzz test, the debugger is opened on the last scenario. More information on the debugger can be found in the [debugger chapter][debugger]. #### Gas reports You can generate a gas report by passing `--gas-report`. More information on gas reports can be found in the [gas reports chapter][gas-reports]. #### List It is possible to list the tests without running them. You can pass `--json` to make it easier for outside extensions to parse structured content. ### OPTIONS {{#include test-options.md}} {{#include evm-options.md}} {{#include executor-options.md}} {{#include core-build-options.md}} {{#include watch-options.md}} {{#include ../common/display-options.md}} `--list` &nbsp;&nbsp;&nbsp;&nbsp;List tests instead of running them. {{#include common-options.md}} ### EXAMPLES 1. Run the tests:  ```sh  forge test  ``` 2. Open a test in the debugger:  ```sh  forge test --debug testSomething  ``` 3. Generate a gas report:  ```sh  forge test --gas-report  ``` 4. Only run tests in `test/Contract.t.sol` in the `BigTest` contract that start with `testFail`:  ```sh  forge test --match-path test/Contract.t.sol --match-contract BigTest \  --match-test ""testFail*""  ``` 5. List tests in desired format  ```sh  forge test --list  forge test --list --json  forge test --list --json --match-test ""testFail*"" | tail -n 1 | json_pp  ``` ### SEE ALSO [forge](./forge.md), [forge build](./forge-build.md), [forge snapshot](./forge-snapshot.md) [debugger]: ../../forge/debugger.md [cheatcodes]: ../../cheatcodes/ [gas-reports]: ../../forge/gas-reports.md "
257,accesses.md,"accesses.md. ## `accesses` ### Signature ```solidity function accesses( address ) external returns ( bytes32[] memory reads, bytes32[] memory writes ); ``` ### Description Gets all storage slots that have been read (`reads`) or written to (`writes`) on an address. Note that [`record`](./record.md) must be called first. > ℹ️ **Note** > > Every write also counts as an additional read. ### Examples ```solidity /// contract NumsContract { ///  uint256 public num1 = 100; // slot 0 ///  uint256 public num2 = 200; // slot 1 /// } vm.record(); numsContract.num2(); (bytes32[] memory reads, bytes32[] memory writes) = vm.accesses( address(numsContract) ); emit log_uint(uint256(reads[0])); // 1 ``` "
258,make-persistent.md,"make-persistent.md. ## `makePersistent` ### Signature ```solidity function makePersistent(address account) external; function makePersistent(address account0, address account1) external; function makePersistent(address account0, address account1, address account2) external; function makePersistent(address[] calldata accounts) external; ``` ### Description Each fork ([`createFork`](./create-fork.md)) has its own independent storage, which is also replaced when another fork is selected ([`selectFork`](./select-fork.md)). By default, only the test contract account and the caller are persistent across forks, which means that changes to the state of the test contract (variables) are preserved when different forks are selected. This way data can be shared by storing it in the contract's variables. However, with this cheatcode, it is possible to mark the specified accounts as persistent, which means that their state is available regardless of which fork is currently active. ### Examples Mark a new contract as persistent ```solidity contract SimpleStorageContract {  string public value;  function set(uint256 _value) public {   value = _value;  } } function testMarkPersistent() public {  // by default the `sender` and the contract itself are persistent  assert(cheats.isPersistent(msg.sender));  assert(cheats.isPersistent(address(this)));  // select a specific fork  cheats.selectFork(mainnetFork);   // create a new contract that's stored in the `mainnetFork` storage  SimpleStorageContract simple = new SimpleStorageContract();   // `simple` is not marked as persistent  assert(!cheats.isPersistent(address(simple)));   // contract can be used  uint256 expectedValue = 99;  simple.set(expectedValue);  assertEq(simple.value(), expectedValue);   // mark as persistent  cheats.makePersistent(address(simple));   // select a different fork  cheats.selectFork(optimismFork);   // ensure contract is still persistent  assert(cheats.isPersistent(address(simple)));   // value is set as expected  assertEq(simple.value(), expectedValue); } ``` ### SEE ALSO - [isPersistent](./is-persistent.md) - [revokePersistent](./revoke-persistent.md) - [createFork](./create-fork.md) - [selectFork](./select-fork.md) "
259,cast-estimate.md,"cast-estimate.md. ## cast estimate ### NAME cast-estimate - Estimate the gas cost of a transaction. ### SYNOPSIS ``cast estimate`` [*options*] *to* *sig* [*args...*] ### DESCRIPTION Estimate the gas cost of a transaction. The destination (*to*) can be an ENS name or an address. {{#include sig-description.md}} ### OPTIONS #### Transaction Options {{#include ../common/tx-value-option.md}} {{#include ../common/rpc-options.md}} {{#include ../common/etherscan-options.md}} {{#include common-options.md}} ### EXAMPLES 1. Estimate the gas cost of calling `deposit()` on the WETH contract:  ```sh  cast estimate 0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2 \  --value 0.1ether ""deposit()""  ``` ### SEE ALSO [cast](./cast.md), [cast send](./cast-send.md), [cast publish](./cast-publish.md), [cast receipt](./cast-receipt.md) "
260,env-bytes32.md,"env-bytes32.md. ## `envBytes32` ### Signature ```solidity function envBytes32(string calldata key) external returns (bytes32 value); ``` ```solidity function envBytes32(string calldata key, string calldata delimiter) external returns (bytes32[] memory values); ``` ### Description Read an environment variable as `bytes32` or `address[]`. ### Tips - For arrays, you can specify the delimiter used to seperate the values with the `delimiter` parameter. ### Examples #### Single Value With environment variable `BYTES32_VALUE=0x00`, ```solidity string memory key = ""BYTES32_VALUE""; bytes32 expected = bytes32(0x0000000000000000000000000000000000000000000000000000000000000000); bytes32 output = cheats.envBytes32(key); assert(output == expected); ``` #### Array With environment variable `BYTES32_VALUES=0x7109709ECfa91a80626fF3989D68f67F5b1DD12D,0x00`, ```solidity string memory key = ""BYTES32_VALUES""; string memory delimiter = "",""; bytes32[2] memory expected = [  bytes32(0x7109709ECfa91a80626fF3989D68f67F5b1DD12D000000000000000000000000),  bytes32(0x0000000000000000000000000000000000000000000000000000000000000000) ]; bytes32[] memory output = cheats.envBytes32(key, delimiter); assert(keccak256(abi.encodePacked((output))) == keccak256(abi.encodePacked((expected)))); ``` "
261,allow-cheatcodes.md,"allow-cheatcodes.md. ## `allowCheatcodes` ### Signature ```solidity function allowCheatcodes(address) external; ``` ### Description In forking mode, explicitly grant the given address cheatcode access. By default, the test contract, and its deployer are allowed to access cheatcodes. In addition to that, cheat code access is granted if the contract was deployed by an address that already has cheatcode access. This will prevent cheatcode access from accounts already deployed on the forked network. > ℹ️ **Note** > > This is only useful for more complex test setups in forking mode. "
262,label.md,"label.md. ## `label` ### Signature ```solidity function label(address addr, string calldata label) external; ``` ### Description Sets a label `label` for `addr` in test traces. If an address is labelled, the label will show up in test traces instead of the address. "
263,retry-options.md,retry-options.md. `--delay` *delay* &nbsp;&nbsp;&nbsp;&nbsp;Optional timeout to apply in between attempts in seconds. Defaults to 3. `--retries` *retries* &nbsp;&nbsp;&nbsp;&nbsp;Number of attempts for retrying. Defaults to 15. 
264,ref_forge_utility-commands.md,ref_forge_utility-commands.md. ## Utility Commands - [forge debug](./forge-debug.md) - [forge bind](./forge-bind.md) - [forge cache](./forge-cache.md) - [forge cache clean](./forge-cache-clean.md) - [forge cache ls](./forge-cache-ls.md) - [forge script](./forge-script.md) - [forge upload-selectors](./forge-upload-selectors.md) - [forge doc](./forge-doc.md) 
265,abi-commands.md,abi-commands.md. ## ABI Commands - [cast abi-encode](./cast-abi-encode.md) - [cast 4byte](./cast-4byte.md) - [cast 4byte-decode](./cast-4byte-decode.md) - [cast 4byte-event](./cast-4byte-event.md) - [cast calldata](./cast-calldata.md) - [cast pretty-calldata](./cast-pretty-calldata.md) - [cast --abi-decode](./cast--abi-decode.md) - [cast --calldata-decode](./cast--calldata-decode.md) - [cast upload-signature](./cast-upload-signature.md)
266,cast--to-checksum-address.md,cast--to-checksum-address.md. ## cast --to-checksum-address ### NAME cast---to-checksum-address - Convert an addresss to a checksummed format ([EIP-55][eip55]). ### SYNOPSIS ``cast --to-checksum-address`` *address* ### DESCRIPTION Convert an addresss to a checksummed format ([EIP-55][eip55]). ### OPTIONS {{#include common-options.md}} ### SEE ALSO [cast](./cast.md) [eip55]: https://github.com/ethereum/EIPs/blob/master/EIPS/eip-55.md 
267,forge.md,"forge.md. ## forge ### NAME forge - Build, test, fuzz, debug and deploy Solidity contracts. ### SYNOPSIS `forge` [*options*] *command* [*args*] `forge` [*options*] `--version` `forge` [*options*] `--help` ### DESCRIPTION This program is a set of tools to build, test, fuzz, debug and deploy Solidity smart contracts. ### COMMANDS #### General Commands [forge help](./forge-help.md) &nbsp;&nbsp;&nbsp;&nbsp;Display help information about Forge. [forge completions](./forge-completions.md) &nbsp;&nbsp;&nbsp;&nbsp;Generate shell autocompletions for Forge. #### Project Commands [forge init](./forge-init.md) &nbsp;&nbsp;&nbsp;&nbsp;Create a new Forge project. [forge install](./forge-install.md) &nbsp;&nbsp;&nbsp;&nbsp;Install one or multiple dependencies. [forge update](./forge-update.md) &nbsp;&nbsp;&nbsp;&nbsp;Update one or multiple dependencies. [forge remove](./forge-remove.md) &nbsp;&nbsp;&nbsp;&nbsp;Remove one or multiple dependencies. [forge config](./forge-config.md) &nbsp;&nbsp;&nbsp;&nbsp;Display the current config. [forge remappings](./forge-remappings.md) &nbsp;&nbsp;&nbsp;&nbsp;Get the automatically inferred remappings for this project. [forge tree](./forge-tree.md) &nbsp;&nbsp;&nbsp;&nbsp;Display a tree visualization of the project's dependency graph. [forge geiger](./forge-geiger.md) &nbsp;&nbsp;&nbsp;&nbsp;Detects usage of unsafe cheat codes in a foundry project and its dependencies. #### Build Commands [forge build](./forge-build.md) &nbsp;&nbsp;&nbsp;&nbsp;Build the project's smart contracts. [forge clean](./forge-clean.md) &nbsp;&nbsp;&nbsp;&nbsp;Remove the build artifacts and cache directories. [forge inspect](./forge-inspect.md) &nbsp;&nbsp;&nbsp;&nbsp;Get specialized information about a smart contract. #### Test Commands [forge test](./forge-test.md) &nbsp;&nbsp;&nbsp;&nbsp;Run the project's tests. [forge snapshot](./forge-snapshot.md) &nbsp;&nbsp;&nbsp;&nbsp;Create a snapshot of each test's gas usage. #### Deploy Commands [forge create](./forge-create.md) &nbsp;&nbsp;&nbsp;&nbsp;Deploy a smart contract. [forge verify-contract](./forge-verify-contract.md) &nbsp;&nbsp;&nbsp;&nbsp;Verify smart contracts on Etherscan. [forge verify-check](./forge-verify-check.md) &nbsp;&nbsp;&nbsp;&nbsp;Check verification status on Etherscan. [forge flatten](./forge-flatten.md) &nbsp;&nbsp;&nbsp;&nbsp;Flatten a source file and all of its imports into one file. #### Utility Commands [forge debug](./forge-debug.md) &nbsp;&nbsp;&nbsp;&nbsp;Debug a single smart contract as a script. [forge bind](./forge-bind.md) &nbsp;&nbsp;&nbsp;&nbsp;Generate Rust bindings for smart contracts. [forge cache](./forge-cache.md) &nbsp;&nbsp;&nbsp;&nbsp;Manage the Foundry cache. [forge cache clean](./forge-cache-clean.md) &nbsp;&nbsp;&nbsp;&nbsp;Cleans cached data from ``~/.foundry``. [forge cache ls](./forge-cache-ls.md) &nbsp;&nbsp;&nbsp;&nbsp;Shows cached data from ``~/.foundry``. [forge script](./forge-script.md) &nbsp;&nbsp;&nbsp;&nbsp;Run a smart contract as a script, building transactions that can be sent onchain. [forge upload-selectors](./forge-upload-selectors.md) &nbsp;&nbsp;&nbsp;&nbsp;Uploads abi of given contract to https://sig.eth.samczsun.com function selector database. [forge doc](./forge-doc.md) &nbsp;&nbsp;&nbsp;&nbsp;Generate documentation for Solidity source files. ### OPTIONS #### Special Options `-V` `--version` &nbsp;&nbsp;&nbsp;&nbsp;Print version info and exit. {{#include common-options.md}} ### FILES `~/.foundry/` &nbsp;&nbsp;&nbsp;&nbsp;Default location for Foundry's ""home"" directory where it stores various files. `~/.foundry/bin/` &nbsp;&nbsp;&nbsp;&nbsp;Binaries installed using `foundryup` will be located here. `~/.foundry/cache/` &nbsp;&nbsp;&nbsp;&nbsp;Forge's cache directory, where it stores cached block data and more. `~/.foundry/foundry.toml` &nbsp;&nbsp;&nbsp;&nbsp;The global [Foundry config](../config/overview.md). `~/.svm` &nbsp;&nbsp;&nbsp;&nbsp;The location of the Forge-managed solc binaries. ### EXAMPLES 1. Create a new Forge project:  ```sh  forge init hello_foundry  ``` 2. Build a project:  ```sh  forge build  ``` 3. Run a project's tests:  ```sh  forge test  ``` ### BUGS See <https://github.com/foundry-rs/foundry/issues> for issues. "
268,popError.md,popError.md. ## `popError` ### Signature ```solidity stdError.popError ``` ### Description The internal Solidity error when trying to pop an element off of an empty array.
269,multi-wallet-options-raw.md,multi-wallet-options-raw.md. #### Wallet Options - Raw `-i` `--interactives` *num* &nbsp;&nbsp;&nbsp;&nbsp;Open an interactive prompt to enter your private key. Takes a value for the number of keys to enter. &nbsp;&nbsp;&nbsp;&nbsp;Default: 0 `--mnemonic-indexes` *indexes* &nbsp;&nbsp;&nbsp;&nbsp;Use the private key from the given mnemonic index. Used with --mnemonic-path. &nbsp;&nbsp;&nbsp;&nbsp;Default: 0 `--mnemonic-paths` *paths* &nbsp;&nbsp;&nbsp;&nbsp;Use the mnemonic file at the specified path(s). `--private-key` *raw_private_key* &nbsp;&nbsp;&nbsp;&nbsp;Use the provided private key. `--private-keys` *raw_private_keys* &nbsp;&nbsp;&nbsp;&nbsp;Use the provided private keys.
270,std-assertions.md,std-assertions.md. ## Std Assertions - [`fail`](./fail.md) - [`assertFalse`](./assertFalse.md) - [`assertEq`](./assertEq.md) - [`assertApproxEqAbs`](./assertApproxEqAbs.md) - [`assertApproxEqRel`](./assertApproxEqRel.md)
271,working-on-an-existing-project.md,"working-on-an-existing-project.md. ## Working on an Existing Project If you download an existing project that uses Foundry, it is really easy to get going. First, get the project from somewhere. In this example, we will clone the `femplate` repository from GitHub: ```sh $ git clone https://github.com/abigger87/femplate $ cd femplate $ forge install ``` We run [`forge install`](../reference/forge/forge-install.md) to install the submodule dependencies that are in the project. To build, use [`forge build`](../reference/forge/forge-build.md): ```sh {{#include ../output/femplate/forge-build:all}} ``` And to test, use [`forge test`](../reference/forge/forge-test.md): ```sh {{#include ../output/femplate/forge-test:all}} ``` "
272,cast-send.md,"cast-send.md. ## cast send ### NAME cast-send - Sign and publish a transaction. ### SYNOPSIS ``cast send`` [*options*] *to* [*sig*] [*args...*] ### DESCRIPTION Sign and publish a transaction. The destination (*to*) can be an ENS name or an address. {{#include sig-description.md}} ### OPTIONS {{#include ../common/transaction-options.md}} `--resend` &nbsp;&nbsp;&nbsp;&nbsp;Reuse the latest nonce of the sending account. `--create` *code* [*sig* *args...*] &nbsp;&nbsp;&nbsp;&nbsp;Deploy a contract by specifying raw bytecode, in place of specifying a *to* address. #### Receipt Options `--async` `--cast-async` &nbsp;&nbsp;&nbsp;&nbsp;Do not wait for the transaction receipt if it does not exist yet. &nbsp;&nbsp;&nbsp;&nbsp;Environment: `CAST_ASYNC` `-c` *confirmations* `--confirmations` *confirmations* &nbsp;&nbsp;&nbsp;&nbsp;Wait a number of confirmations before exiting. Default: `1`. {{#include ../common/wallet-options.md}} {{#include ../common/rpc-options.md}} {{#include ../common/etherscan-options.md}} {{#include ../common/display-options.md}} {{#include common-options.md}} ### EXAMPLES 1. Send some ether to Vitalik using your Ledger:  ```sh  cast send --ledger vitalik.eth --value 0.1ether  ``` 2. Call `deposit(address token, uint256 amount)` on a contract:  ```sh  cast send --ledger 0x... ""deposit(address,uint256)"" 0x... 1  ``` 3. Call a function that expects a `struct`:  ```solidity  contract Test {   struct MyStruct {    address addr;    uint256 amount;   }   function myfunction(MyStruct memory t) public pure {}  }  ```  Structs are encoded as tuples (see [struct encoding](../../misc/struct-encoding.md))  ```sh  cast send 0x... ""myfunction((address,uint256))"" ""(0x...,1)""  ``` ### SEE ALSO [cast](./cast.md), [cast call](./cast-call.md), [cast publish](./cast-publish.md), [cast receipt](./cast-receipt.md), [struct encoding](../../misc/struct-encoding.md) "
273,forge-remappings.md,"forge-remappings.md. ## forge remappings ### NAME forge-remappings - Get the automatically inferred remappings for the project. ### SYNOPSIS ``forge remappings`` [*options*] ### DESCRIPTION Get the automatically inferred remappings for the project. ### OPTIONS #### Project Options `--root` *path* &nbsp;&nbsp;&nbsp;&nbsp;The project's root path. By default, this is the root directory of the current git repository, or the current working directory. `--lib-path` *path* &nbsp;&nbsp;&nbsp;&nbsp;The path to the library folder. {{#include common-options.md}} ### EXAMPLES 1. Create a `remappings.txt` file from the inferred remappings:  ```sh  forge remappings > remappings.txt  ``` ### SEE ALSO [forge](./forge.md) "
274,compute-create-address.md,"compute-create-address.md. ## `computeCreateAddress` ### Signature ```solidity function computeCreateAddress(address deployer, uint256 nonce) internal pure returns (address) ``` ### Description Compute the address a contract will be deployed at for a given deployer address and nonce. Useful to precalculate the address a contract **will** be deployed at. ### Example ```solidity address governanceAddress = computeCreateAddress(0xf39Fd6e51aad88F6F4ce6aB8827279cffFb92266, 1); // this contract requires a governance contract which hasn't been deployed yet Contract contract = new Contract(governanceAddress); // now we deploy it Governance governance = new Governance(contract); // assuming `contract` has a `governance()` accessor assertEq(governanceAddress, address(governance)); // [PASS] ``` "
275,stop-prank.md,"stop-prank.md. ## `stopPrank` ### Signature ```solidity function stopPrank() external; ``` ### Description Stops an active prank started by [`startPrank`](./start-prank.md), resetting `msg.sender` and `tx.origin` to the values before `startPrank` was called. "
276,memOverflowError.md,memOverflowError.md. ## `memOverflowError` ### Signature ```solidity stdError.memOverflowError ``` ### Description The internal Solidity error when trying to allocate a dynamic memory array with more than 2^64-1 items.
277,with_key.md,"with_key.md. ## `with_key` ### Signature ```solidity function with_key(StdStorage storage self, address who) internal returns (StdStorage storage); ``` ```solidity function with_key(StdStorage storage self, uint256 amt) internal returns (StdStorage storage); ``` ```solidity function with_key(StdStorage storage self, bytes32 key) internal returns (StdStorage storage); ``` ### Description Passes an argument to the function. Can be used multiple times to pass multiple arguments. The order matters. ### Examples ```solidity uint256 slot = stdstore  .target(addr)  .sig(""fun(uint256,address)"")  .with_key(1)  .with_key(address(this))  .find(); ``` "
278,cast_README.md,"cast_README.md. ## Overview of Cast Cast is Foundry's command-line tool for performing Ethereum RPC calls. You can make smart contract calls, send transactions, or retrieve any type of chain data - all from your command-line! ### How to use Cast To use Cast, run the [`cast`](../reference/cast/cast.md) command followed by a subcommand: ```bash $ cast <subcommand> ``` #### Examples Let's use `cast` to retrieve the total supply of the DAI token: ```bash {{#include ../output/cast/cast-call:all}} ``` `cast` also provides many convenient subcommands, such as for decoding calldata: ```bash {{#include ../output/cast/cast-4byte-decode:all}} ``` You can also use `cast` to send arbitrary messages. Here's an example of sending a message between two Anvil accounts. ```bash $ cast send --private-key <Your Private Key> 0x3c44cdddb6a900fa2b585dd299e03d12fa4293bc $(cast --from-utf8 ""hello world"") --rpc-url http://127.0.0.1:8545/ ``` <br> > 📚 **Reference** > > See the [`cast` Reference](../reference/cast/) for a complete overview of all the available subcommands. "
279,project-commands.md,project-commands.md. ## Project Commands - [forge init](./forge-init.md) - [forge install](./forge-install.md) - [forge update](./forge-update.md) - [forge remove](./forge-remove.md) - [forge config](./forge-config.md) - [forge remappings](./forge-remappings.md) - [forge tree](./forge-tree.md) - [forge geiger](./forge-geiger.md) 
280,fuzzer.md,fuzzer.md. ## Fuzzer - [`assume`](./assume.md) 
281,start-prank.md,"start-prank.md. ## `startPrank` ### Signature ```solidity function startPrank(address) external; ``` ```solidity function startPrank(address sender, address origin) external; ``` ### Description Sets `msg.sender` **for all subsequent calls** until [`stopPrank`](./stop-prank.md) is called. If the alternative signature of `startPrank` is used, then `tx.origin` is set as well for all subsequent calls. ### SEE ALSO Forge Standard Library [`startHoax`](../reference/forge-std/startHoax.md), [`changePrank`](../reference/forge-std/change-prank.md) "
282,skip.md,"skip.md. ## `skip` ### Signature ```solidity function skip(uint256 time) public; ``` ### Description Skips forward `block.timestamp` by the specified number of seconds. ### Examples ```solidity assertEq(block.timestamp, 0); skip(3600); assertEq(block.timestamp, 3600); ``` "
283,cast-run.md,"cast-run.md. ## cast run ### NAME cast-run - Runs a published transaction in a local environment and prints the trace. ### SYNOPSIS ``cast run`` [*options*] `--rpc-url` *url* *tx_hash* ### DESCRIPTION Runs a published transaction in a local environment and prints the trace. By default, all transactions in the block prior to the transaction you want to replay are also replayed. If you want a quicker result, you can use `--quick`, however, results may differ from the live execution. You can also open the transaction in a debugger by passing `--debug`. ### OPTIONS #### Run Options `--label` *label* &nbsp;&nbsp;&nbsp;&nbsp;Labels an address in the trace. &nbsp;&nbsp;&nbsp;&nbsp;The format is `<address>:<label>`. Can be passed multiple times. `-q` `--quick` &nbsp;&nbsp;&nbsp;&nbsp;Executes the transaction only with the state from the previous block. &nbsp;&nbsp;&nbsp;&nbsp;May result in different results than the live execution! `-v` `--verbose` &nbsp;&nbsp;&nbsp;&nbsp;Addresses are fully displayed instead of being truncated. `-d` `--debug` &nbsp;&nbsp;&nbsp;&nbsp;Open the script in the [debugger][debugger]. #### RPC Options {{#include ../common/rpc-url-option.md}} {{#include common-options.md}} ### EXAMPLES 1. Replay a transaction (a simple transfer):  ```sh  cast run 0xd15e0237413d7b824b784e1bbc3926e52f4726e5e5af30418803b8b327b4f8ca  ``` 2. Replay a transaction, applied on top of the state of the previous block:  ```sh  cast run --quick \  0xd15e0237413d7b824b784e1bbc3926e52f4726e5e5af30418803b8b327b4f8ca  ``` 3. Replay a transaction with address labels:  ```sh  cast run \  --label 0xc564ee9f21ed8a2d8e7e76c085740d5e4c5fafbe:sender \  --label 0x40950267d12e979ad42974be5ac9a7e452f9505e:recipient \  --label 0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2:weth \  0xd15e0237413d7b824b784e1bbc3926e52f4726e5e5af30418803b8b327b4f8ca  ``` 4. Replay a transaction in the debugger:  ```sh  cast run --debug \  0xd15e0237413d7b824b784e1bbc3926e52f4726e5e5af30418803b8b327b4f8ca  ``` ### SEE ALSO [cast](./cast.md) [debugger]: ../../forge/debugger.md "
